지점,시작일,종료일,지점명,지점주소,관리관서,위도,경도,노장해발고도(m),기압계(관측장비지상높이(m)),기온계(관측장비지상높이(m)),풍속계(관측장비지상높이(m)),강우계(관측장비지상높이(m))
262,1972-01-22,2017-08-25,고흥,전라남도 고흥군고흥읍 행정리483-1번지  ,여수기상대(168),34.6182,127.2757,53.12,54.6,1.5,10,0.6
263,2010-06-21,,의령군,경상남도 의령군의합대로 44-54의령종합환경관리사업소  ,창원기상대(155),35.3226,128.2881,14.1,14.9,2,10,0.6
264,2010-06-21,,함양군,경상남도 함양군함양읍 용평리915-202  ,창원기상대(155),35.5114,127.7454,152.07,152.5,1.8,10,0.6
265,1971-07-15,2007-03-27,성산포,,,33.3868,126.8804,18.62,20.48,1.8,10.2,0.6
266,2017-08-25,,광양시,전라남도 광양시중동 산109-3  ,광주지방기상청(156),34.9434,127.6914,88.21,87.9,1.7,10,0.6
266,2011-01-01,2017-08-25,광양시,전라남도 광양시중동 산109-3  ,광주지방기상청(156),34.943,127.691,80.9,82.4,1.7,10,0.6
268,2014-05-09,,진도군,전라남도 진도군진도읍 남동리291  ,목포기상대(165),34.473,126.2585,9.82,6.9,1.7,10,0.6
271,2020-12-04,,봉화,경상북도 봉화군춘양면 서동길59 봉화자동기상관측소 ,안동기상대(136),36.9436,128.9145,324.67,326.22,1.9,10,0.6
271,1988-01-01,2020-12-04,봉화,경상북도 봉화군춘양면 서동길59 봉화자동기상관측소 ,대구(구 143),36.9436,128.9145,324.67,326.22,1.9,10,0.6
272,1972-11-28,,영주,경상북도 영주시풍기읍 남원로178(성내리 240-55) 영주자동기상관측소,안동기상대(136),36.8718,128.5169,211.32,212.78,1.91,10,0.58
273,2015-12-29,,문경,경상북도 문경시유곡불정로 223문경자동기상관측소  ,대구(구 143),36.6273,128.1488,170.61,,,,
273,2020-12-04,,문경,경상북도 문경시유곡불정로 223문경자동기상관측소  ,안동기상대(136),36.6273,128.1488,173.01,174.51,1.8,10,0.6
273,1973-01-01,2020-12-04,문경,경상북도 문경시유곡불정로 223문경자동기상관측소  ,대구(구 143),36.6273,128.1488,173.01,174.51,1.8,10,0.6
276,2020-12-04,,청송군,경상북도 청송군청송읍 길안청송로1591-9(덕리 519-1) 청송군공동협력기상관측소,대구(구 143),36.4351,129.0401,208.65,210.2,1.75,10,0.5
276,2010-09-01,2020-12-04,청송군,경상북도 청송군청송읍 길안청송로1591-9(덕리 519-1) 청송군공동협력기상관측소,안동기상대(136),36.4351,129.0401,208.65,210.2,1.75,10,0.5
277,1972-01-03,,영덕,경상북도 영덕군영해면 318만세길90-19 영덕자동기상관측소 ,포항기상대(138),36.5334,129.4093,40.71,42.01,1.7,10,0.6
277,2005-05-07,2010-10-27,영덕,경상북도 영덕군영해면 318만세길90-19 영덕자동기상관측소 ,울진기상대(130),36.5304,129.4117,41.2,,,,
278,1973-01-01,,의성,경상북도 의성군의성읍 홍술로89-14 의성자동기상관측소 ,대구(구 143),36.3561,128.6886,81.44,82.94,1.7,10,0.6
279,1973-01-01,,구미,경상북도 구미시원남로2길 16구미지역기상서비스센터  ,대구(구 143),36.1306,128.3206,49.17,50.67,1.7,10,1.4
281,1972-01-21,,영천,경상북도 영천시망정3길 35영천기상관측소  ,대구(구 143),35.9774,128.9514,96.12,97.62,1.7,10,0.5
283,2010-08-06,,경주시,경상북도 경주시서라벌대로336-20 탑동정수장  ,포항기상대(138),35.8174,129.2009,40.13,41.63,1.67,10,0.59
284,2011-03-04,,거창,경상남도 거창군거창읍 수남로2117 거창지역기상서비스센터 ,울산기상대(152),35.6674,127.9099,228.45,227.3,1.5,10,1.3
284,1972-01-24,2011-03-04,거창,경상남도 거창군거창읍 수남로2117 거창지역기상서비스센터 ,거창기상대(284),35.6712,127.911,221.4,222.6,1.5,10,0.5
285,1973-01-01,,합천,경상남도 합천군합천읍 동서로164번 합천자동기상관측소 ,울산기상대(152),35.5651,128.1699,26.72,33.2,1.5,10,0.5
288,1973-01-01,,밀양,경상남도 밀양시점필재로 5밀양자동기상관측소  ,울산기상대(152),35.4915,128.7441,8.31,12.5,2,10,1.3
289,1972-03-30,,산청,경상남도 산청군산청읍 꽃봉산로133번길 3 산청관측소,창원기상대(155),35.413,127.8791,138.22,138.8,1.6,10,0.6
294,1972-01-24,,거제,경상남도 거제시장평2로 2길47 거제기상관측소 ,부산지방기상청(159),34.8882,128.6046,44.83,46.7,1.7,10,0.6
295,1972-01-24,,남해,경상남도 남해군이동면 남해대로2423 남해자동기상관측소 ,부산지방기상청(159),34.8166,127.9264,45.71,47.01,1.8,10,0.8
296,2020-11-12,,북부산,부산광역시 강서구대저동 1426,부산지방기상청(159),35.2178,128.9602,3,,,,
300,2020-10-23,,말도,전라북도 군산시옥도면 말도2길29(말도등대)  ,전주기상대(146),35.858,126.3151,44.18,,,,
300,2020-02-28,2020-10-23,말도,전라북도 군산시옥도면 말도2길29(말도등대)  ,전주기상대(146),35.8584,126.3153,48.45,,,,
300,2015-07-13,2020-02-28,말도,전라북도 군산시옥도면 말도2길29(말도등대)  ,전주기상대(146),35.8584,126.3153,48.45,,,,
300,2007-10-10,2015-07-13,말도,전라북도 군산시옥도면 말도2길29(말도등대)  ,군산기상대(140),35.8584,126.3153,48.45,,,,
300,2001-02-20,2007-10-10,말도,전라북도 군산시옥도면 말도2길29(말도등대)  ,군산기상대(140),35.85,126.3167,49,,,,
301,2020-10-23,,임자도,전라남도 신안군임자면 진리184-9 파크골프장 ,목포기상대(165),35.087,126.1199,6.33,,,,
301,2011-11-23,2020-10-23,임자도,전라남도 신안군임자면 진리184-9 파크골프장 ,목포기상대(165),35.0859,126.118,6,,,,
301,2003-08-05,2011-11-23,임자도,전라남도 신안군임자면 진리184-9 파크골프장 ,목포기상대(165),35.0841,126.1112,15.35,,,,
301,2001-01-05,2003-08-05,안마도,전라남도 신안군임자면 진리184-9 파크골프장 ,광주지방기상청(156),35.3333,126.0167,5,,,,
302,2020-10-23,,장산도,전라남도 신안군장산면 오음리 25-543976  ,목포기상대(165),34.6647,126.1593,17.03,,,,
302,2011-12-09,2020-10-23,장산도,전라남도 신안군장산면 오음리 25-543976  ,목포기상대(165),34.6647,126.1592,19,,,,
302,2001-01-05,2011-12-09,장산도,전라남도 신안군장산면 오음리 25-543976  ,목포기상대(165),34.6432,126.1491,18.91,,,,
303,2021-08-03,,가거도,전라남도 신안군흑산면 가거도리산95  ,흑산도기상대(169),34.0725,125.0972,97.84,,,,
303,2019-12-05,2021-08-03,가거도,전라남도 신안군흑산면 가거도리산95  ,흑산도기상대(169),34.0725,125.0972,97.84,,,,
303,2017-08-25,2019-12-05,가거도,전라남도 신안군흑산면 가거도리산95  ,흑산도기상대(169),34.0725,125.0972,97.84,,,,
303,2017-02-27,2017-08-25,가거도,전라남도 신안군흑산면 가거도리산95  ,흑산도기상대(169),34.0728,125.0975,107.9,,,,
303,2010-11-23,2017-02-27,가거도,전라남도 신안군흑산면 가거도리산95  ,흑산도기상대(169),34.0522,125.1264,22,,,,
303,2001-03-12,2010-11-23,가거도,전라남도 신안군흑산면 가거도리산95  ,흑산도기상대(169),34.0667,125.1167,60,,,,
304,2020-10-23,,신지도,전라남도 완도군신지면 월양리855  ,목포기상대(165),34.318,126.8485,25.41,,,,
304,2015-07-13,2020-10-23,신지도,전라남도 완도군신지면 월양리855  ,목포기상대(165),34.318,126.8485,21,,,,
304,2011-11-17,2015-07-13,신지도,전라남도 완도군신지면 월양리855  ,완도기상대(170),34.318,126.8485,21,,,,
304,2006-04-20,2011-11-17,신지도,전라남도 완도군신지면 월양리855  ,완도기상대(170),34.3347,126.8273,21.41,,,,
304,2002-09-11,2006-04-20,소안도,전라남도 완도군신지면 월양리855  ,완도기상대(170),34.1678,126.655,25,,,,
304,2001-02-20,2002-09-11,당사도,전라남도 완도군신지면 월양리855  ,완도기상대(170),34.0833,126.6,100,,,,
305,2015-07-13,,여서도,전라남도 완도군청산면 여서리519 여서도내연발전소 ,목포기상대(165),33.9862,126.9201,35.38,,,,
305,2007-10-19,2015-07-13,여서도,전라남도 완도군청산면 여서리519 여서도내연발전소 ,완도기상대(170),33.9862,126.9201,35.38,,,,
305,2001-02-20,2007-10-19,여서도,전라남도 완도군청산면 여서리519 여서도내연발전소 ,완도기상대(170),33.9,126.9167,32,,,,
306,2019-11-21,,소리도,전라남도 여수시남면 연도리1619-19  ,여수기상대(168),34.4319,127.8011,3.04,,,,
306,2014-10-24,2019-11-21,소리도,전라남도 여수시남면 연도리1619-19  ,여수기상대(168),34.4319,127.8011,3.04,,,,
306,2001-01-05,2014-10-24,소리도,전라남도 여수시남면 연도리1619-19  ,여수기상대(168),34.9525,127.8008,5,,,,
307,2001-01-05,2014-12-10,평도,,여수기상대(168),34.2437,127.4496,38.49,,,,
308,2020-10-23,,옥도,전라남도 신안군하의면 옥도리105-2  ,목포기상대(165),34.687,126.073,8.23,,,,
308,2014-12-24,2020-10-23,옥도,전라남도 신안군하의면 옥도리105-2  ,목포기상대(165),34.687,126.0731,5.6,,,,
309,2020-09-17,,판문점,,,37.9464,126.6866,25,,,0.5,
310,2015-07-13,,궁촌,강원도 삼척시근덕면 궁촌리369-2 삼척해양레일바이크 ,강릉(구 105),37.3247,129.2647,14.07,,,,
310,2011-12-29,2015-07-13,궁촌,강원도 삼척시근덕면 궁촌리369-2 삼척해양레일바이크 ,동해기상대(106),37.3246,129.265,14,,,,
310,2005-06-29,2011-12-29,묵호,강원도 삼척시근덕면 궁촌리369-2 삼척해양레일바이크 ,동해기상대(106),37.5546,129.1185,70.66,,,,
311,2015-07-13,,가야산,경상남도 합천군가야면 치인1길13-45 해인사관광호텔 ,울산기상대(152),35.7892,128.0867,605.47,,,,
311,2001-09-25,2015-07-13,가야산,경상남도 합천군가야면 치인1길13-45 해인사관광호텔 ,거창기상대(284),35.7892,128.0867,595.71,,,,
312,2020-12-04,,주왕산,경상북도 청송군부동면 공원길169-7(상의리 406) 주왕산국립공원사무소,대구(구 143),36.3931,129.1413,262.19,,,,
312,2011-12-01,2020-12-04,주왕산,경상북도 청송군부동면 공원길169-7(상의리 406) 주왕산국립공원사무소,안동기상대(136),36.3931,129.1413,262.19,,,,
312,2001-10-11,2011-12-01,주왕산,경상북도 청송군부동면 공원길169-7(상의리 406) 주왕산국립공원사무소,안동기상대(136),36.3908,129.1418,260.96,,,,
313,2020-10-23,2021-05-31,양지암,경상남도 거제시능포동 산1번지 육군 132-1레이더기지,부산지방기상청(159),34.8933,128.7514,52.48,,,,
313,2015-07-13,2020-10-23,양지암,경상남도 거제시능포동 산1번지 육군 132-1레이더기지,부산지방기상청(159),34.8934,128.7514,54.65,,,,
313,2001-10-11,2015-07-13,양지암,경상남도 거제시능포동 산1번지 육군 132-1레이더기지,통영기상대(162),34.8934,128.7514,54.65,,,,
314,2020-10-23,,덕유봉,전라북도 무주군설천면 만선로185 무주리조트 설천봉정상,전주기상대(146),35.8662,127.7431,1515.31,,,,
314,2020-02-27,2020-10-23,덕유봉,전라북도 무주군설천면 만선로185 무주리조트 설천봉정상,전주기상대(146),35.8662,127.7431,1518.32,,,,
314,2015-07-13,2020-02-27,덕유봉,전라북도 무주군설천면 만선로185 무주리조트 설천봉정상,전주기상대(146),35.8662,127.7431,1518.32,,,,
314,2007-07-26,2015-07-13,덕유봉,전라북도 무주군설천면 만선로185 무주리조트 설천봉정상,추풍령지역기상서비스센터(135),35.8662,127.7431,1518.32,,,,
314,2003-07-01,2007-07-26,덕유봉,전라북도 무주군설천면 만선로185 무주리조트 설천봉정상,추풍령지역기상서비스센터(135),35.8667,127.75,1515,,,,
314,2001-09-28,2003-07-01,덕유봉,전라북도 무주군설천면 만선로185 무주리조트 설천봉정상,전주기상대(146),35.8667,127.75,1515,,,,
315,2020-10-23,,성삼재,전라남도 구례군산동면 노고단로1068 성삼재휴게소 ,광주지방기상청(156),35.3067,127.5108,1087.86,,,,
315,2015-07-13,2020-10-23,성삼재,전라남도 구례군산동면 노고단로1068 성삼재휴게소 ,광주지방기상청(156),35.3067,127.5108,1088.86,,,,
315,2002-06-27,2015-07-13,성삼재,전라남도 구례군산동면 노고단로1068 성삼재휴게소 ,남원기상대(247),35.3067,127.5108,1088.86,,,,
315,2001-10-25,2002-06-27,지리산,전라남도 구례군산동면 노고단로1068 성삼재휴게소 ,전주기상대(146),35.3667,127.5333,1172,,,,
316,2020-10-23,,무등산,광주광역시 동구용연동 산354-4 KBS광주방송총국 무등산송신소,광주지방기상청(156),35.1144,126.9974,911.53,,,,
316,2012-12-01,2020-10-23,무등산,광주광역시 동구용연동 산354-4 KBS광주방송총국 무등산송신소,광주지방기상청(156),35.1144,126.9974,911.82,,,,
316,2001-10-15,2012-12-01,무등봉,광주광역시 동구용연동 산354-4 KBS광주방송총국 무등산송신소,광주지방기상청(156),35.1144,126.9974,911.82,,,,
317,2020-10-23,,모악산,전라북도 완주군구이면 원기리716-6 모악산관리사무소 ,전주기상대(146),35.7295,127.1142,105.92,,,,
317,2011-09-28,2020-10-23,모악산,전라북도 완주군구이면 원기리716-6 모악산관리사무소 ,전주기상대(146),35.7295,127.1142,101.3,,,,
317,2001-09-29,2011-09-28,모악산,전라북도 완주군구이면 원기리716-6 모악산관리사무소 ,전주기상대(146),35.7189,127.0454,96.89,,,,
318,2021-07-17,,용평,강원도 평창군대관령면 올림픽로715 용평스키장(용산리 560),강릉(구 105),37.6434,128.6705,769.81,,,,
318,2015-07-13,2021-07-17,용평,강원도 평창군대관령면 올림픽로715 용평스키장(용산리 560),강릉(구 105),37.6434,128.6705,769.81,,,,
318,2011-10-18,2015-07-13,용평,강원도 평창군대관령면 올림픽로715 용평스키장(용산리 560),대관령기상대(100),37.6434,128.6704,770,,,,
318,2001-10-25,2011-10-18,용평,강원도 평창군대관령면 올림픽로715 용평스키장(용산리 560),대관령기상대(100),37.6437,128.6794,761.92,,,,
319,2014-11-23,,천부,경상북도 울릉군 북면 천부길 95-3천부초등학교34759 천부초등학교 ,울릉도기상대(115),37.5373,130.8708,58.05,,,,
319,2001-10-25,2014-11-23,천부,경상북도 울릉군 북면 천부길 95-3천부초등학교34759 천부초등학교 ,울릉도기상대(115),37.5408,130.8746,63,,,,
320,2021-07-23,,향로봉,강원도 고성군수동면 상원리 유곡대대,강릉(구 105),38.331,128.3138,1263.88,,,,
320,2020-10-23,2021-07-23,향로봉,강원도 고성군수동면 상원리 유곡대대,강릉(구 105),38.331,128.3138,1263.88,,,,
320,2017-01-13,2020-10-23,향로봉,강원도 고성군수동면 상원리 유곡대대,강릉(구 105),38.331,128.3137,1262.62,,,,
320,2015-07-13,2017-01-13,향로봉,강원도 고성군수동면 상원리 유곡대대,강릉(구 105),38.331,128.3137,1262.62,,,,
320,2008-11-14,2015-07-13,향로봉,강원도 고성군수동면 상원리 유곡대대,속초기상대(90),38.331,128.3137,1262.62,,,,
320,2001-10-25,2008-11-13,향로봉,강원도 고성군수동면 상원리 유곡대대,속초기상대(90),38.325,128.3208,1267,,,,
321,2021-07-20,,원통,강원도 인제군북면 원통리 육군 제1862부대 12사단 사령부,강릉(구 105),38.1147,128.1963,253.72,,,,
321,2017-01-13,2021-07-20,원통,강원도 인제군북면 원통리 육군 제1862부대 12사단 사령부,강릉(구 105),38.1147,128.1963,253.72,,,,
321,2001-10-25,2017-01-13,원통,강원도 인제군북면 원통리 육군 제1862부대 12사단 사령부,강릉(구 105),38.1147,128.1963,253.72,,,,
322,2021-08-14,,상서,강원도 화천군상서면 산양리 7사단 5여단 본부,춘천기상대(101),38.2316,127.6857,437,,,,
322,2015-07-13,2021-08-14,상서,강원도 화천군상서면 산양리 7사단 5여단 본부,춘천기상대(101),38.2155,127.6698,263.76,,,,
322,2001-10-25,2015-07-13,상서,강원도 화천군상서면 산양리 7사단 5여단 본부,철원기상대(95),38.2155,127.6698,263.76,,,,
323,2021-08-31,,마현,강원도 철원군근남면 마현리 1969 승리전망대매표소,춘천기상대(101),38.2727,127.5255,276,,,,
323,2015-07-13,2021-08-31,마현,강원도 철원군근남면 마현리 1969 승리전망대매표소,춘천기상대(101),38.2747,127.553,291.41,,,,
323,2009-11-11,2015-07-13,마현,강원도 철원군근남면 마현리 1969 승리전망대매표소,철원기상대(95),38.2747,127.553,291.41,,,,
323,2001-10-25,2009-11-10,마현,강원도 철원군근남면 마현리 1969 승리전망대매표소,철원기상대(95),38.2728,127.5542,269,,,,
324,2015-07-13,,송계,충청북도 제천시한수면 탄지리527-6  ,청주기상대(131),36.9102,128.0745,155.91,,,,
324,2011-06-02,2015-07-13,송계,충청북도 제천시한수면 탄지리527-6  ,충주지역기상서비스센터(127),36.9101,128.0745,141,,,,
324,2007-11-27,2011-06-02,송계,충청북도 제천시한수면 탄지리527-6  ,충주지역기상서비스센터(127),36.8831,128.0802,179.88,,,,
324,2001-10-25,2007-11-27,월악산,충청북도 제천시한수면 탄지리527-6  ,충주지역기상서비스센터(127),36.8667,128.0667,180,,,,
325,2015-07-13,,백운,충청북도 제천시백운면 구학산로2길 54-19 (평동리,청주기상대(131),37.1445,128.0253,231.26,,,,
325,2011-09-20,2015-07-13,백운,충청북도 제천시백운면 구학산로2길 54-19 (평동리,충주지역기상서비스센터(127),37.1445,128.0253,230,,,,
325,2001-10-25,2011-09-20,백운,충청북도 제천시백운면 구학산로2길 54-19 (평동리,충주지역기상서비스센터(127),37.1376,128.0254,233.72,,,,
326,2015-07-13,,용문산,경기도 양평군용문면 중원리464  ,,37.5455,127.6113,191.01,,,,
326,2012-05-24,2015-07-13,용문산,경기도 양평군용문면 중원리464  ,이천지역기상서비스센터(203),37.5455,127.6112,190.2,,,,
326,2001-10-25,2012-05-24,용문산,경기도 양평군용문면 중원리464  ,이천지역기상서비스센터(203),37.5453,127.583,197.28,,,,
327,2001-10-25,,우암산,충청북도 청주시상당구 명암로143 국립청주박물관 ,청주기상대(131),36.6503,127.512,127.11,,,,
